0  0.00191037  1  0.0100383  14  0.556986   -80.4581  -1.26047e-14   |   0.996147  2.12397e-16   1.56176e-07  0
0  0.00191037  1  0.0100383  15  0.61323   -80.4581  -6.11516e-15   |   0.996147  3.34725e-17   1.53116e-07  0
0  0.00191037  1  0.0100383  16  0.667997   -80.4581  -3.33385e-15   |   0.996147  6.8603e-17   1.48059e-07  0
0  0.00191037  1  0.0100383  17  0.720574   -80.4581  -3.21249e-15   |   0.996147  1.0504e-16   1.41072e-07  0
0  0.00191037  1  0.0100383  18  0.770276   -80.4581  1.85593e-14   |   0.996147  -3.01509e-16   1.32246e-07  0
0  0.00191037  1  0.0100383  19  0.816454   -80.4581  1.07909e-14   |   0.996147  -1.60056e-16   1.21696e-07  0
0  0.00191037  1  0.0100383  20  0.858507   -80.4581  1.35322e-14   |   0.996147  -1.84428e-16   1.09559e-07  0
0  0.00191037  1  0.0100383  21  0.895886   -80.4581  4.10162e-15   |   0.996147  -1.22303e-16   9.59947e-08  0
0  0.00191037  1  0.0100383  22  0.928104   -80.4581  2.07261e-15   |   0.996147  -1.14888e-17   8.11785e-08  0
0  0.00191037  1  0.0100383  23  0.954741   -80.4581  -2.98513e-15   |   0.996147  7.87386e-17   6.53042e-08  0
0  0.00191037  1  0.0100383  24  0.97545   -80.4581  1.33473e-15   |   0.996147  -2.59616e-17   4.8579e-08  0
0  0.00191037  1  0.0100383  25  0.989962   -80.4581  1.07361e-15   |   0.996147  -9.07254e-18   3.12229e-08  0
0  0.00191037  1  0.0100383  26  0.99809   -80.4581  5.49484e-17   |   0.996147  -5.93812e-19   1.34863e-08  0
0  0.00191037  2  0.0245497  0  0.00191037   -78.9786  -9.083e-18   |   0.977165  -3.52234e-18   5.1274e-08  0
0  0.00191037  2  0.0245497  1  0.0100383   -78.9786  6.21088e-17   |   0.977165  2.35278e-18   1.18707e-07  0
0  0.00191037  2  0.0245497  2  0.0245497   -78.9786  1.31231e-15   |   0.977165  -6.06348e-18   1.84695e-07  0
0  0.00191037  2  0.0245497  3  0.0452588   -78.9786  -5.45057e-15   |   0.977165  1.33732e-16   2.48283e-07  0
0  0.00191037  2  0.0245497  4  0.071896   -78.9786  -5.06358e-16   |   0.977165  -5.81875e-19   3.08636e-07  0
0  0.00191037  2  0.0245497  5  0.104114   -78.9786  -5.87329e-16   |   0.977165  2.7626e-17   3.64966e-07  0
0  0.00191037  2  0.0245497  6  0.141493   -78.9786  3.70452e-15   |   0.977165  1.87896e-17   4.16539e-07  0
0  0.00191037  2  0.0245497  7  0.183546   -78.9786  1.18261e-15   |   0.977165  -8.60545e-17   4.62681e-07  0
0  0.00191037  2  0.0245497  8  0.229724   -78.9786  2.5666e-15   |   0.977165  -5.51998e-17   5.02792e-07  0
0  0.00191037  2  0.0245497  9  0.279426   -78.9786  1.66233e-14   |   0.977165  -2.08421e-16   5.36348e-07  0
0  0.00191037  2  0.0245497  10  0.332003   -78.9786  7.69599e-15   |   0.977165  -1.20032e-16   5.62912e-07  0
0  0.00191037  2  0.0245497  11  0.38677   -78.9786  -5.74581e-15   |   0.977165  1.17411e-16   5.82137e-07  0
0  0.00191037  2  0.0245497  12  0.443014   -78.9786  -9.93449e-15   |   0.977165  1.71551e-16   5.93774e-07  0
0  0.00191037  2  0.0245497  13  0.5   -78.9786  5.02331e-16   |   0.977165  -9.98621e-18   5.9767e-07  0
0  0.00191037  2  0.0245497  14  0.556986   -78.9786  -8.31969e-15   |   0.977165  3.32802e-17   5.93774e-07  0
0  0.00191037  2  0.0245497  15  0.61323   -78.9786  -1.50882e-14   |   0.977165  2.65999e-16   5.82137e-07  0
0  0.00191037  2  0.0245497  16  0.667997   -78.9786  -1.75725e-14   |   0.977165  2.33706e-16   5.62912e-07  0
0  0.00191037  2  0.0245497  17  0.720574   -78.9786  1.95643e-14   |   0.977165  -1.3779e-16   5.36348e-07  0
0  0.00191037  2  0.0245497  18  0.770276   -78.9786  -1.47233e-15   |   0.977165  1.22803e-16   5.02792e-07  0
0  0.00191037  2  0.0245497  19  0.816454   -78.9786  -1.05073e-16   |   0.977165  5.789e-17   4.62681e-07  0
0  0.00191037  2  0.0245497  20  0.858507   -78.9786  -2.662e-15   |   0.977165  1.04994e-16   4.16539e-07  0
0  0.00191037  2  0.0245497  21  0.895886   -78.9786  -8.56889e-15   |   0.977165  2.72726e-16   3.64966e-07  0
0  0.00191037  2  0.0245497  22  0.928104   -78.9786  2.33035e-15   |   0.977165  -7.97327e-17   3.08636e-07  0
0  0.00191037  2  0.0245497  23  0.954741   -78.9786  5.82522e-15   |   0.977165  -1.00573e-16   2.48283e-07  0
0  0.00191037  2  0.0245497  24  0.97545   -78.9786  1.87573e-17   |   0.977165  -1.72014e-17   1.84695e-07  0
0  0.00191037  2  0.0245497  25  0.989962   -78.9786  1.46218e-15   |   0.977165  -2.2996e-17   1.18707e-07  0
0  0.00191037  2  0.0245497  26  0.99809   -78.9786  1.04216e-16   |   0.977165  -1.31509e-18   5.1274e-08  0
0  0.00191037  3  0.0452588  0  0.00191037   -74.8622  -1.25067e-15   |   0.924411  1.84374e-17   1.26769e-07  0
0  0.00191037  3  0.0452588  1  0.0100383   -74.8622  -1.57711e-15   |   0.924411  3.39625e-17   2.9349e-07  0
0  0.00191037  3  0.0452588  2  0.0245497   -74.8622  -3.50742e-15   |   0.924411  3.49335e-17   4.56636e-07  0
0  0.00191037  3  0.0452588  3  0.0452588   -74.8622  -4.46163e-15   |   0.924411  5.27949e-18   6.1385e-07  0
0  0.00191037  3  0.0452588  4  0.071896   -74.8622  -7.57301e-15   |   0.924411  1.18513e-16   7.63066e-07  0
0  0.00191037  3  0.0452588  5  0.104114   -74.8622  -8.49408e-15   |   0.924411  1.22062e-16   9.02336e-07  0
0  0.00191037  3  0.0452588  6  0.141493   -74.8622  -9.14163e-15   |   0.924411  2.15717e-16   1.02984e-06  0
0  0.00191037  3  0.0452588  7  0.183546   -74.8622  -4.96118e-15   |   0.924411  1.48359e-16   1.14392e-06  0
0  0.00191037  3  0.0452588  8  0.229724   -74.8622  -2.63521e-14   |   0.924411  3.55083e-16   1.24309e-06  0
0  0.00191037  3  0.0452588  9  0.279426   -74.8622  -9.66152e-15   |   0.924411  2.35041e-16   1.32606e-06  0
0  0.00191037  3  0.0452588  10  0.332003   -74.8622  -2.11048e-15   |   0.924411  -1.95777e-17   1.39173e-06  0
0  0.00191037  3  0.0452588  11  0.38677   -74.8622  -9.13376e-16   |   0.924411  -3.2879e-17   1.43927e-06  0
0  0.00191037  3  0.0452588  12  0.443014   -74.8622  -1.20658e-14   |   0.924411  1.53362e-16   1.46804e-06  0
0  0.00191037  3  0.0452588  13  0.5   -74.8622  3.0227e-16   |   0.924411  -4.90833e-18   1.47767e-06  0
0  0.00191037  3  0.0452588  14  0.556986   -74.8622  -6.66893e-15   |   0.924411  7.573e-17   1.46804e-06  0
0  0.00191037  3  0.0452588  15  0.61323   -74.8622  9.86999e-15   |   0.924411  -1.71562e-16   1.43927e-06  0
0  0.00191037  3  0.0452588  16  0.667997   -74.8622  9.01854e-15   |   0.924411  -1.48414e-16   1.39173e-06  0
0  0.00191037  3  0.0452588  17  0.720574   -74.8622  2.61516e-14   |   0.924411  -5.42738e-16   1.32606e-06  0
0  0.00191037  3  0.0452588  18  0.770276   -74.8622  1.04701e-14   |   0.924411  -2.56013e-16   1.24309e-06  0
0  0.00191037  3  0.0452588  19  0.816454   -74.8622  -6.47434e-15   |   0.924411  1.27308e-16   1.14392e-06  0
0  0.00191037  3  0.0452588  20  0.858507   -74.8622  2.03277e-14   |   0.924411  -2.59985e-16   1.02984e-06  0
0  0.00191037  3  0.0452588  21  0.895886   -74.8622  1.24667e-14   |   0.924411  -1.05744e-16   9.02336e-07  0
0  0.00191037  3  0.0452588  22  0.928104   -74.8622  -2.79986e-14   |   0.924411  3.90527e-16   7.63066e-07  0
0  0.00191037  3  0.0452588  23  0.954741   -74.8622  -6.31293e-16   |   0.924411  -3.25597e-17   6.1385e-07  0
0  0.00191037  3  0.0452588  24  0.97545   -74.8622  -8.61671e-16   |   0.924411  1.29052e-17   4.56636e-07  0
0  0.00191037  3  0.0452588  25  0.989962   -74.8622  -1.24039e-15   |   0.924411  9.33882e-18   2.9349e-07  0
0  0.00191037  3  0.0452588  26  0.99809   -74.8622  1.54126e-16   |   0.924411  -1.90018e-18   1.26769e-07  0
0  0.00191037  4  0.071896  0  0.00191037   -66.6692  -5.19955e-16   |   0.819691  1.04817e-17   2.49046e-07  0
0  0.00191037  4  0.071896  1  0.0100383   -66.6692  4.50582e-16   |   0.819691  -1.00453e-17   5.76581e-07  0
0  0.00191037  4  0.071896  2  0.0245497   -66.6692  -1.8929e-15   |   0.819691  6.71493e-17   8.97091e-07  0
0  0.00191037  4  0.071896  3  0.0452588   -66.6692  -2.24017e-16   |   0.819691  -4.18047e-17   1.20595e-06  0
0  0.00191037  4  0.071896  4  0.071896   -66.6692  1.84905e-14   |   0.819691  -2.41269e-16   1.49909e-06  0
0  0.00191037  4  0.071896  5  0.104114   -66.6692  -1.40664e-14   |   0.819691  2.08495e-16   1.7727e-06  0
0  0.00191037  4  0.071896  6  0.141493   -66.6692  -1.06669e-14   |   0.819691  1.46081e-16   2.0232e-06  0
0  0.00191037  4  0.071896  7  0.183546   -66.6692  -3.81417e-15   |   0.819691  6.19406e-18   2.24732e-06  0
0  0.00191037  4  0.071896  8  0.229724   -66.6692  1.09053e-14   |   0.819691  -2.37631e-16   2.44214e-06  0
0  0.00191037  4  0.071896  9  0.279426   -66.6692  -1.99206e-14   |   0.819691  4.23706e-16   2.60513e-06  0
0  0.00191037  4  0.071896  10  0.332003   -66.6692  -1.9261e-14   |   0.819691  3.48925e-16   2.73415e-06  0
0  0.00191037  4  0.071896  11  0.38677   -66.6692  -8.91745e-15   |   0.819691  1.7672e-16   2.82753e-06  0
0  0.00191037  4  0.071896  12  0.443014   -66.6692  2.07955e-16   |   0.819691  9.00835e-17   2.88405e-06  0
0  0.00191037  4  0.071896  13  0.5   -66.6692  6.1276e-16   |   0.819691  -8.93948e-18   2.90298e-06  0
0  0.00191037  4  0.071896  14  0.556986   -66.6692  2.91051e-15   |   0.819691  -7.15764e-17   2.88405e-06  0
0  0.00191037  4  0.071896  15  0.61323   -66.6692  5.43305e-15   |   0.819691  3.14956e-18   2.82753e-06  0
0  0.00191037  4  0.071896  16  0.667997   -66.6692  1.08366e-14   |   0.819691  -2.14172e-16   2.73415e-06  0
0  0.00191037  4  0.071896  17  0.720574   -66.6692  5.86599e-15   |   0.819691  -1.12942e-16   2.60513e-06  0
0  0.00191037  4  0.071896  18  0.770276   -66.6692  1.0275e-15   |   0.819691  -1.48304e-16   2.44214e-06  0
0  0.00191037  4  0.071896  19  0.816454   -66.6692  1.0405e-14   |   0.819691  -2.35647e-16   2.24732e-06  0
0  0.00191037  4  0.071896  20  0.858507   -66.6692  7.84727e-15   |   0.819691  -2.09626e-17   2.0232e-06  0
0  0.00191037  4  0.071896  21  0.895886   -66.6692  7.82476e-15   |   0.819691  -8.16923e-17   1.7727e-06  0
0  0.00191037  4  0.071896  22  0.928104   -66.6692  8.7382e-15   |   0.819691  -1.4619e-16   1.49909e-06  0
0  0.00191037  4  0.071896  23  0.954741   -66.6692  5.4788e-15   |   0.819691  -9.11088e-17   1.20595e-06  0
0  0.00191037  4  0.071896  24  0.97545   -66.6692  -2.44403e-15   |   0.819691  5.2051e-17   8.97091e-07  0
0  0.00191037  4  0.071896  25  0.989962   -66.6692  2.48666e-15   |   0.819691  -3.54934e-17   5.76581e-07  0
0  0.00191037  4  0.071896  26  0.99809   -66.6692  2.18434e-16   |   0.819691  -3.53223e-18   2.49046e-07  0
0  0.00191037  5  0.104114  0  0.00191037   -53.9386  2.44693e-16   |   0.657825  -6.68311e-18   4.22492e-07  0
0  0.00191037  5  0.104114  1  0.0100383   -53.9386  -5.40213e-16   |   0.657825  1.22038e-17   9.78135e-07  0
0  0.00191037  5  0.104114  2  0.0245497   -53.9386  6.6523e-16   |   0.657825  2.39625e-18   1.52186e-06  0
0  0.00191037  5  0.104114  3  0.0452588   -53.9386  -2.25446e-15   |   0.657825  2.92139e-17   2.04582e-06  0
0  0.00191037  5  0.104114  4  0.071896   -53.9386  1.8607e-15   |   0.657825  -3.68272e-17   2.54312e-06  0
0  0.00191037  5  0.104114  5  0.104114   -53.9386  -1.34078e-14   |   0.657825  2.78983e-16   3.00728e-06  0
0  0.00191037  5  0.104114  6  0.141493   -53.9386  -6.39077e-15   |   0.657825  8.57181e-17   3.43223e-06  0
0  0.00191037  5  0.104114  7  0.183546   -53.9386  -1.445e-14   |   0.657825  1.59216e-16   3.81244e-06  0
0  0.00191037  5  0.104114  8  0.229724   -53.9386  -1.50018e-15   |   0.657825  6.77449e-17   4.14294e-06  0
0  0.00191037  5  0.104114  9  0.279426   -53.9386  -1.34753e-14   |   0.657825  1.37154e-16   4.41944e-06  0
0  0.00191037  5  0.104114  10  0.332003   -53.9386  -1.32652e-14   |   0.657825  1.91505e-16   4.63832e-06  0
0  0.00191037  5  0.104114  11  0.38677   -53.9386  1.9758e-15   |   0.657825  -4.80486e-18   4.79674e-06  0
0  0.00191037  5  0.104114  12  0.443014   -53.9386  6.64211e-15   |   0.657825  -5.05809e-17   4.89262e-06  0
0  0.00191037  5  0.104114  13  0.5   -53.9386  5.67808e-17   |   0.657825  -1.49766e-19   4.92473e-06  0
0  0.00191037  5  0.104114  14  0.556986   -53.9386  -9.79725e-16   |   0.657825  6.05698e-17   4.89262e-06  0
0  0.00191037  5  0.104114  15  0.61323   -53.9386  3.63762e-15   |   0.657825  -6.99048e-17   4.79674e-06  0
0  0.00191037  5  0.104114  16  0.667997   -53.9386  4.74391e-15   |   0.657825  -1.52981e-17   4.63832e-06  0
0  0.00191037  5  0.104114  17  0.720574   -53.9386  9.549e-15   |   0.657825  -4.25678e-17   4.41944e-06  0
0  0.00191037  5  0.104114  18  0.770276   -53.9386  1.0868e-14   |   0.657825  -1.59886e-16   4.14294e-06  0
0  0.00191037  5  0.104114  19  0.816454   -53.9386  1.05761e-14   |   0.657825  -9.18255e-17   3.81244e-06  0
0  0.00191037  5  0.104114  20  0.858507   -53.9386  1.80622e-15   |   0.657825  3.49737e-17   3.43223e-06  0
0  0.00191037  5  0.104114  21  0.895886   -53.9386  1.36734e-15   |   0.657825  5.13448e-17   3.00728e-06  0
0  0.00191037  5  0.104114  22  0.928104   -53.9386  -1.01842e-15   |   0.657825  -3.50369e-19   2.54312e-06  0
0  0.00191037  5  0.104114  23  0.954741   -53.9386  -1.56979e-17   |   0.657825  1.46069e-17   2.04582e-06  0
0  0.00191037  5  0.104114  24  0.97545   -53.9386  1.55193e-15   |   0.657825  -2.66006e-18   1.52186e-06  0
0  0.00191037  5  0.104114  25  0.989962   -53.9386  5.07785e-16   |   0.657825  -1.85311e-17   9.78135e-07  0
0  0.00191037  5  0.104114  26  0.99809   -53.9386  2.79609e-16   |   0.657825  -6.07306e-19   4.22492e-07  0
0  0.00191037  6  0.141493  0  0.00191037   -38.1385  -3.39141e-16   |   0.458757  5.20928e-18   6.45388e-07  0
0  0.00191037  6  0.141493  1  0.0100383   -38.1385  -8.00941e-16   |   0.458757  1.29383e-17   1.49417e-06  0
0  0.00191037  6  0.141493  2  0.0245497   -38.1385  -7.19932e-15   |   0.458757  1.07375e-16   2.32476e-06  0
0  0.00191037  6  0.141493  3  0.0452588   -38.1385  -1.73157e-15   |   0.458757  -8.01816e-18   3.12514e-06  0
0  0.00191037  6  0.141493  4  0.071896   -38.1385  2.70529e-15   |   0.458757  -4.9853e-17   3.88481e-06  0
0  0.00191037  6  0.141493  5  0.104114   -38.1385  -2.26771e-15   |   0.458757  2.61703e-17   4.59384e-06  0
0  0.00191037  6  0.141493  6  0.141493   -38.1385  -4.35298e-15   |   0.458757  -1.24105e-17   5.24299e-06  0
0  0.00191037  6  0.141493  7  0.183546   -38.1385  -5.26773e-15   |   0.458757  4.83293e-17   5.82378e-06  0
0  0.00191037  6  0.141493  8  0.229724   -38.1385  -7.45914e-15   |   0.458757  1.22365e-16   6.32866e-06  0
0  0.00191037  6  0.141493  9  0.279426   -38.1385  -1.2111e-14   |   0.458757  1.68101e-16   6.75103e-06  0
0  0.00191037  6  0.141493  10  0.332003   -38.1385  -9.41083e-15   |   0.458757  1.89017e-16   7.08539e-06  0
0  0.00191037  6  0.141493  11  0.38677   -38.1385  -1.2016e-14   |   0.458757  1.43019e-16   7.32738e-06  0
0  0.00191037  6  0.141493  12  0.443014   -38.1385  -3.90656e-15   |   0.458757  3.69285e-17   7.47385e-06  0
0  0.00191037  6  0.141493  13  0.5   -38.1385  1.7361e-16   |   0.458757  -1.66146e-18   7.52289e-06  0
0  0.00191037  6  0.141493  14  0.556986   -38.1385  3.35554e-15   |   0.458757  -5.61592e-17   7.47385e-06  0
0  0.00191037  6  0.141493  15  0.61323   -38.1385  7.66734e-15   |   0.458757  -8.17375e-17   7.32738e-06  0
0  0.00191037  6  0.141493  16  0.667997   -38.1385  1.04506e-14   |   0.458757  -9.06919e-17   7.08539e-06  0
0  0.00191037  6  0.141493  17  0.720574   -38.1385  1.12076e-14   |   0.458757  -1.07229e-16   6.75103e-06  0
0  0.00191037  6  0.141493  18  0.770276   -38.1385  1.60055e-14   |   0.458757  -2.08624e-16   6.32866e-06  0
0  0.00191037  6  0.141493  19  0.816454   -38.1385  1.57079e-14   |   0.458757  -2.15352e-16   5.82378e-06  0
0  0.00191037  6  0.141493  20  0.858507   -38.1385  8.63134e-15   |   0.458757  -7.85431e-17   5.24299e-06  0
0  0.00191037  6  0.141493  21  0.895886   -38.1385  3.0144e-15   |   0.458757  2.33982e-17   4.59384e-06  0
0  0.00191037  6  0.141493  22  0.928104   -38.1385  6.86859e-15   |   0.458757  -1.35345e-16   3.88481e-06  0
0  0.00191037  6  0.141493  23  0.954741   -38.1385  2.31685e-15   |   0.458757  -4.62088e-17   3.12514e-06  0
0  0.00191037  6  0.141493  24  0.97545   -38.1385  2.28412e-15   |   0.458757  -1.12676e-17   2.32476e-06  0
0  0.00191037  6  0.141493  25  0.989962   -38.1385  6.64504e-16   |   0.458757  5.10372e-18   1.49417e-06  0
0  0.00191037  6  0.141493  26  0.99809   -38.1385  7.37788e-16   |   0.458757  -1.51918e-18   6.45388e-07  0
0  0.00191037  7  0.183546  0  0.00191037   -22.5717  -6.02971e-19   |   0.265524  9.91655e-19   9.08896e-07  0
0  0.00191037  7  0.183546  1  0.0100383   -22.5717  -8.519e-16   |   0.265524  1.87437e-17   2.10424e-06  0
0  0.00191037  7  0.183546  2  0.0245497   -22.5717  -6.97297e-16   |   0.265524  -7.62597e-18   3.27394e-06  0
0  0.00191037  7  0.183546  3  0.0452588   -22.5717  -4.4513e-15   |   0.265524  7.40948e-17   4.40112e-06  0
0  0.00191037  7  0.183546  4  0.071896   -22.5717  -5.86502e-15   |   0.265524  6.12173e-17   5.47096e-06  0
0  0.00191037  7  0.183546  5  0.104114   -22.5717  -2.67618e-17   |   0.265524  2.03918e-18   6.46948e-06  0
0  0.00191037  7  0.183546  6  0.141493   -22.5717  -3.37274e-15   |   0.265524  -9.2601e-18   7.38367e-06  0
0  0.00191037  7  0.183546  7  0.183546   -22.5717  -7.13833e-15   |   0.265524  1.21624e-16   8.2016e-06  0
0  0.00191037  7  0.183546  8  0.229724   -22.5717  -5.29067e-15   |   0.265524  5.98904e-17   8.91262e-06  0
0  0.00191037  7  0.183546  9  0.279426   -22.5717  -8.20737e-15   |   0.265524  1.18342e-16   9.50744e-06  0
0  0.00191037  7  0.183546  10  0.332003   -22.5717  -6.49634e-15   |   0.265524  7.97514e-17   9.97832e-06  0
0  0.00191037  7  0.183546  11  0.38677   -22.5717  -7.9621e-15   |   0.265524  9.6847e-17   1.03191e-05  0
0  0.00191037  7  0.183546  12  0.443014   -22.5717  -4.49595e-15   |   0.265524  4.30043e-17   1.05254e-05  0
0  0.00191037  7  0.183546  13  0.5   -22.5717  -2.89461e-17   |   0.265524  -6.70415e-19   1.05944e-05  0
0  0.00191037  7  0.183546  14  0.556986   -22.5717  2.30207e-15   |   0.265524  -1.97633e-17   1.05254e-05  0
0  0.00191037  7  0.183546  15  0.61323   -22.5717  2.2646e-15   |   0.265524  2.1579e-17   1.03191e-05  0
0  0.00191037  7  0.183546  16  0.667997   -22.5717  5.92239e-15   |   0.265524  -7.45697e-17   9.97832e-06  0
0  0.00191037  7  0.183546  17  0.720574   -22.5717  8.7754e-15   |   0.265524  -8.66372e-17   9.50744e-06  0
0  0.00191037  7  0.183546  18  0.770276   -22.5717  8.80923e-15   |   0.265524  -1.06903e-16   8.91262e-06  0
0  0.00191037  7  0.183546  19  0.816454   -22.5717  7.41767e-15   |   0.265524  -1.10954e-16   8.2016e-06  0
0  0.00191037  7  0.183546  20  0.858507   -22.5717  7.90427e-15   |   0.265524  -1.01554e-16   7.38367e-06  0
0  0.00191037  7  0.183546  21  0.895886   -22.5717  3.85574e-15   |   0.265524  -3.06575e-17   6.46948e-06  0
0  0.00191037  7  0.183546  22  0.928104   -22.5717  4.4975e-15   |   0.265524  -5.1594e-17   5.47096e-06  0
0  0.00191037  7  0.183546  23  0.954741   -22.5717  2.66656e-15   |   0.265524  -4.49737e-17   4.40112e-06  0
0  0.00191037  7  0.183546  24  0.97545   -22.5717  2.1376e-15   |   0.265524  -2.84088e-17   3.27394e-06  0
0  0.00191037  7  0.183546  25  0.989962   -22.5717  4.43047e-16   |   0.265524  -2.13695e-18   2.10424e-06  0
0  0.00191037  7  0.183546  26  0.99809   -22.5717  4.36272e-16   |   0.265524  -3.24034e-18   9.08896e-07  0
0  0.00191037  8  0.229724  0  0.00191037   -10.6622  -4.2936e-17   |   0.121098  -1.13188e-18   1.19686e-06  0
0  0.00191037  8  0.229724  1  0.0100383   -10.6622  -1.22333e-16   |   0.121098  3.49939e-18   2.77093e-06  0
0  0.00191037  8  0.229724  2  0.0245497   -10.6622  -5.59829e-16   |   0.121098  8.46079e-18   4.31123e-06  0
